FIND	0	DRAWING	TITLE
6	1	2021220-005	GUSSET
5	2	1016097-008	NUT, STAKE, FLOATING, SELF-LOCKING
4	1	2021220-004	GUSSET
3	1	2021220-003	GUSSET
2	1	2021220-002	GUSSET
1	1	2021220-001	BRACKET
			
			PROOFED
