FIND	0	DRAWING	TITLE
1	42 FEET 4 INCHES	1010789-1	WIRE 24AWG YELLOW
2	1	1010825-3	CONNECTOR, PLUG ELECTRICAL
3	108	1010738-5	CONTACT, PIN AND SOCKET
5	1	1010638-6	TERMINAL – LUG
6	6 INCHES	1010789-6	WIRE 22AWG YELLOW
7	AR	QQ-S-571 SN60 WRAP 2	SOLDER (ES-2175 ALLOY 1)
8	AR	MIL-F-14256	FLUX
11	1	1012507-1	TAPE, LACING AND TYING
12	1	1010812-3	GASKET
13	AR	1012503-1	COMPOUND POLYURETHANE
14	AR	-2	COMPOUND POLYURETHANE
			
			PROOFED
