FIND	0	DRAWING	TITLE
1	7 FEET 1.5 INCHES	1010789-001	WIRE 24AWG YELLOW
2	AR	QQ-S-571 SN60 WRAP2	SOLDER (ES-2175 ALLOY 1)
3	AR	MIL-F-14256	FLUX
4	29	1010476-082	INSULATION SLEEVING HEAT SHRINK
			
			PROOFED
