-11	DRAWING	TITLE	FIND
6	MS16555-640	PIN STRAIGHT HEADLESS	5
701	1006781-4	CONTACT, WRAPOST, FEMALE, MIN	4
6201	1006774	INSULATOR, WRAPOST, FEMALE, MIN	3
5500	1006781-3	CONTACT, WRAPOST, FEMALE, MIN	2
1	1003715	TRAY A	1
