FIND	0	DRAWING	TITLE
1	21.30"	1014521-001	WIRE, ND1002105 TYPE 1, 24 AWG, WHT
2	4	1010490-052	INSULATION, SLEEVING, ELEC
3	4	1010490-054	INSULATION, SLEEVING, ELEC
4	AR	QQ-S-571 SN60	SOLDER (ES-2175 ALLOY)
5	AR	QQ-S-571 TYPE AR or MIL-F-14256	FLUX (ES-2175 TYPE 1 OR 2, OR ES-2798)
6	AR	QQ-S-571 SN10	SOLDER
			
			PROOFED
