FIND	0	DRAWING	TITLE
1	36.0 FT. 7 IN.	1010639-2	WIRE
2	AR	MIL-T-713 TYPE P CLASS 2 BLACK	LACING TAPE (ES-2732 NO. 18)
			
		PROOFED	
