FIND	0	DRAWING	TITLE
1	24' 0.8"	1010639-2	WIRE
2	23.0"	-4	WIRE
3	12	1010738-6	CONTACT, ELECTRICAL SOCKET
4	2	1010711-2	SPLICE REDUCER
5	2	1010476-168	INSULATION, SLEEVING ELECTRICAL
6	AR	MIL-T-713 TYPE P CLASS 2 BLACK	LACING TAPE (ES-2732 NO. 18)
7	AR	MIL-W-16878 1B-24-19STND WHITE	WIRE
8	AR	MIL-W-16878 1B-20-19STND WHITE	WIRE
			
			PROOFED
