-11	DRAWING	TITLE	FIND	STRIKE
13	1010957-010	INSERT, SCREW THREAD, LOCKING	3	
25	1010957-008	INSERT, SCREW THREAD, LOCKING	2	
1	2008436-001	HEADER	1	
				
X	X	PROOFED	REF	X
