-11	DRAWING	TITLE	FIND	STRIKE
0.1	1006776-22	INSULATION, SLEEVING	4	
0.5	1006757-13	WIRE, ELECTRICAL	3	
1	1004604	BLOCK, INSULATOR	2	
1	1003541	PLATE, CONNECTOR	1	
				
X	X	PROOFED	REF	X
