-11	DRAWING	TITLE	FIND
AR	1010416-5	WIRE, ELECTRICAL E-28 YELLOW	6
AR	1010416-7	WIRE, ELECTRICAL E-28 BLUE	5
AR	QQ-S-571 SN10 WRAP2	COLDER	4
4	1000100-3	TERMINAL, INSULATED	3
2	SEE NOTE 8	HEATER ASSEMBLY	2
1	2018742	MOUNT, TAPERED	1
			
		PROOFED	
