FIND	0	DRAWING	TITLE
1	18.9"	1006757-9	WIRE
2	2.75"	1010639-4	WIRE
3	1	MS25036-44	TERMINAL, LUG
4	2"	1010639-2	WIRE
			
			PROOFED
