FIND	-11	DRAWING	TITLE
6	2	MS16555-602	PIN, STRAIGHT HEADLESS (DOWEL)
5	6	MS51023-1	SETSCREW, HEX SOC. HEAD (CUP POINT)
4	1	2011879	EYEGUARD
3	2	1012557	FLEXURAL PIVOT
2	2	2012810	LEVER ASSEMBLY
1	1	2012809	RETAINER AND FILTER ASSEMBLY
			
			PROOFED
