FIND	0	DRAWING	TITLE
3	3	2012532	SCREW, CAP, SOC. HD., SELF LOCKING
2	1	2012495	FIELD STOP, ASSEMBLY
1	1	1012155	RESONATOR, TUNING FORK, ASSY OF (PHOTOMETER)
			
			PROOFED
