FIND	-11	DRAWING	TITLE
5	1	1011769	PIN, DIAMOND
4	1	MS16555-640	PIN-DOWEL, STEEL
3	1	2011895	PLATE, COVER
2	1	2011894	PLATE, COVER
1	1	2011293	TUBE, TELESCOPE, SEXTANT
			
			PROOFED
