FIND	0	DRAWING	TITLE
3	4	1011766-3	NUT, CLINCH, SELF LOCKING
2	2	1000076-5	NUT, CLINCH, FLUSH MOUNTED
1	1	1011941	BRACKET, COMPONENT MOUNTING
			
			PROOFED
