-11	DRAWING	TITLE	FIND	STRIKE
1	MS16555-604	PIN, STOP	3	
2	MS21209-C0415	INSERT, SCREW THREAD LOCKING	2	
1	1003473-1	THUMB WHEEL	1	
				
X	X	PROOFED	REF	X
