-011	FIND	DRAWING	TITLE
	10		
	9		
AR	8	MS20995C32	WIRE, LOCK
15	7	NAS1352CO6H8	SCREW, SCH
15	6	NAS1352CO6H10	SCREW, SCH
1	5	2898958	TUBE – SPACECRAFT END (SXT)
1	4	2898957	CLAMP RING, SPACECRAFT END (SXT)
1	3	2898953-002	SEAL, PRESSURE, STRAIN ISOLATION
1	2	2898952-002	CLAMP RING – OPTICS END
1	1	2898959	TUBE – OPTICS ENDS (SXT)
			
			PROOFED
