-11	DRAWING	TITLE	FIND
AR	1006879	SILICONE COMPOUND	10
19	MS15795-805	WASHER, FLAT	9
19	NAS1352-06-8	SCREW, CAP, SOCKET HEAD	8
1	1007522-011	TWO-SPEED SWITCH	7
1	1007567-011	RELAY	6
1	1007526-011	BUFFER CIRCUIT	5
1	1007524-011	COSECANT GENERATOR	4
1	1007651-011	RESOLVER DRIVE AMP	3
3	1007581-011	MOTOR DRIVE AMP	2
1	1007539-011	FRAME ASSY	1
			
		PROOFED	
