-011	DRAWING	TITLE	FIND
1	1006750-39	RESISTOR	5
3	-56	RESISTOR	4
16	1008000	TERMINAL LUG	3
1	6008054	INSULATOR, TERMINAL BOARD	2
1	6008053	TERMINAL BOARD	1
			
		PROOFED	
