0	DRAWING	TITLE	FIND
1	6008000-001	HEADER	4
18	1010957-009	INSERT, SCREW THREAD, SELF LOCKING	3
34	-010	INSERT, SCREW THREAD, SELF LOCKING	2
10	-015	INSERT, SCREW THREAD, SELF LOCKING	1
			
		PROOFED	
