-11	DRAWING	TITLE	FIND	STRIKE
1.0	1006806-15	INSULATION TAPE, ELECTRICAL	3	
2.0	1006806-14	INSULATION TAPE, ELECTRICAL	2	
AR	1006757-7	WIRE, ELECTRICAL .005 X .020	1	
				
X	X	PROOFED	REF	X
