-11	DRAWING	TITLE	FIND	STRIKE
36	1010957-001	INSERT, SCREW THREAD	10	
4	2018816-011	CAP ASSY, PROTECTIVE	9	
8	MS21209-CO415	INSERT, SCREW THREAD	8	
36	1010957-002	INSERT, SCREW THREAD	7	X
12	MS21209-CO615	INSERT, SCREW THREAD	6	
8	MS16555-627	PIN, LOCATING, STRAIT, HDLS	5	
4	MS16555-625	PIN, LOCATING, STRAIT, HDLS	4	
1	1000088-2	PIN, LOCATING, STRAIT, HDLS	3	
4	2018737	PAD, CASE MOUNTING	2	
1	2018711-011	CASE CENTER, BRAZING ASSY	1	
				
		PROOFED		
