-21	-11	DRAWING	TITLE	FIND	STRIKE
					
1		2003879	CONNECTOR PLATE ASSEMBLY	8	
2	2	MS16633-4015	“E” RING	7	
2	2	1004546-3	WASHER	6	
2	2	1004546-1	WASHER	5	
2	2	1004579-1	SCREW JACKING	4	
1	1	1006339	GASKET PLATE	3	
1	1	2004100	HOUSING	2	
	1	2003073-011	CONNECTOR PLATE ASSEMBLY	1	
					
X	X	X	PROOFED	REF	X
