0	DRAWING	TITLE	FIND	STRIKE
1	1000159-4	PACKING, PREFORMED “O” RING	7	
1	MS16625-4025	RING, RETAINING, INTERNAL	6	
1	MS134354	BALL	5	
1	MS24585-C38	SPRING	4	
1	2018770	GUIDE, SPRING	3	
1	2018771	PLUG	2	
1	2018772	BODY	1	
				
X	X	PROOFED	REF	X
