-11	DRAWING	TITLE	FIND	STRIKE
AR	1012507-001	TAPE, LACING AND TYPING	10	
4	NAS620C-6L	WASHER, FLAT	9	
AR	1010807-22	WIRE, ELECTRICAL INSULATED	8	
AR	1006376-003	WIRE, ELECTRICAL INSULATED	7	
2	MS16995-10	SCREW, SOCKET HEAD	6	
2	NAS620C-4L	WASHER, FLAT	5	
4	2004938	PIN, ALIGNMENT	4	
1	2003958-011	CONNECTOR, PLATE ASSEMBLY	3	
1	2003957-011	CONNECTOR, PLATE ASSEMBLY	2	
1	2004919-021	PLATE, ADAPTER	1	
				
X	X	PROOFED	REF	X
