-11	FIND	DRAWING	TITLE
1	8	1008482	FLANGE, SEXTANT COVER
AR	7	1008903	ADHESIVE
AR	6	1012543-002	COATING KIT, LIGHT-DIFFUSING
AR	5	-001	COATING KIT, LIGHT-DIFFUSING
AR	4	1008904	ADHESIVE
4	3	1008483-002	NUT, BONDED
1	2	1008481	BAFFLE
1	1	1008479	COVER
			
			PROOFED
