-11	DRAWING	TITLE	FIND
X	2005006	SCHEMATIC	REF
			
			
			
AR	1006849-12	INSULATION TAPE	6
AR	1006776-22	INSULATION SLEEVING	5
AR	1006757-8	WIRE ELECTRICAL	4
AR	1006757-1	WIRE ELECTRICAL	3
192	2004103	DIODE, SILICON RECTIFIER	2
1	2004016	DIODE BLOCK	1
