FIND	0	DRAWING	TITLE
1	15.0 INCHES	1006757-9	WIRE
2	3.0 INCHES	1010848-4	WIRE
3	1	MS25036-44	TERMINAL, LUG
4	2.0 INCHES	1010848-2	WIRE
5	1.0 INCHES	1010847-4	WIRE
6	AR	QQ-S-571 SN60WS	SOLDER (ES2175-1)
7	AR	MIL-F-14256 TYPE A/W	FLUX (ES2798)
8	AR	QQ-S-571 SN60WRAP	SOLDER (ES2175-3)
			
			PROOFED
