0	DRAWING	TITLE	FIND	STRIKE
1	1007051	FAILURE INDICATOR	8	
1	1007047	AMPLIFIER 1% 800 CPS	7	
1	1007046	AUTO-AMPLITUDE CONTROLLER (800 CPS, 28V) MODULE ASSEMBLY	6	
1	1007048	AMPLIFIER 5% 800 CPS	5	
1	1007050	IMU CDU LOAD COMPENSATION	4	X
2	1007049	POWER SUPPLY (25.6 KC, ENCODER EXCIT.) MODULE ASSEMBLY	3	
1	1007052	PULSE TORQUING POWER SUPPLY	2	
1	1007142	FRAME ASSEMBLY	1	
				
		PROOFED		
