0	DRAWING	TITLE	FIND
AR	MIL-I-15126 TYPE MF-2.5 1/2” WIDE	MYLAR TAPE (CLEAR)	3
15.0 INCHES	1010796-1	WIRE, MULTICONDUCTOR RD	2
1	2008237	CONTACT, ELECTRICAL PIN	1
			
		PROOFED	
