0	DRAWING	TITLE	FIND	STRIKE
1	1008151-8	SIDE PLATE RIGHT	12	X
1	-7	RIB	11	X
4	-6	BLOCKS	10	
4	-5	RIB	9	
1	-4	TOP PLATE RIGHT	8	
1	-3	TOP PLATE LEFT	7	
2	-2	SIDE PLATE	6	
10	1000115-2	INSERT THREADED SELF LOCKING	5	
6	1010670-5	NUT STAKE	4	
8	MS20426-AD3-5	RIVET CSK HEAD	3	
4	NAS1033C-3	NUT ANCHOR 	2	
1	1008151-1	FRONT PLATE	1	
				
		PROOFED		
