0	DRAWING	TITLE	FIND
X	2010079	SCHEMATIC	REF
			
AR	1006757-1	WIRE, ELECTRICAL .010 X .020	8
AR	1006776-21	INSULATION SLEEVING	7
1	1010618-12	SCREW, BUTTON HEAD	6
1	1006783-93	SCREW, BUTTON HEAD	5
1	2007047-011	PREAMPLIFIER ASSEMBLY	4
1	2007046-011	PHOTODETECTOR ASSEMBLY	3
1	2007027	COVER ASSEMBLY	2
1	2007054	CASE ASSEMBLY	1
			
		PROOFED	
