-11	DRAWING	TITLE	FIND
1	NAS1394CA-6L	INSERT, THREADED, SELF-LOCKING	4
3	NAS1394CA-3L	INSERT, THREADED, SELF-LOCKING	3
60	1006702-5	INSERT, THREADED, SELF-LOCKING	2
1	2004117-001	TRAY B, MACHINED	1
