-11	DRAWING	TITLE	FIND	STRIKE
8	MS16633-4015	RING RETAINING EXT “E”	6	
8	1004546-3	WASHER, FLAT	5	
8	1004546-1	WASHER, FLAT	4	
8	1004579-1	SCREW, JACKING	3	
40.0	1006292-003	WIRE, ELECTRICAL (FLAT CABLE)	2	
2	1003729	CONNECTOR ASSY	1	
				
X	X	PROOFED	REF	X
