-041	-031	-021	-011	DRAWING	TITLE	FIND
1	1			2007053-011	SLEEVING ASSY, INSULATION	7
1		1		1012043-2	TUBE, ELEC PHOTO MULTIPLIER	6
	1		1	-1	TUBE, ELEC PHOTO MULTIPLIER	5
1	1	1	1	2008232	CUSHION	4
		1	1	2007053	SLEEVING ASSY, INSULATION	3
1	1	1	1	2007057-011	SHIELD, TUBE	2
1	1	1	1	2008239	BASE, TUBE	1
						
					PROOFED	
