FIND	0	DRAWING	TITLE
3	AR	MIL-P-8585	ZINC CHROMATE PRIMER
2	2	1000115-2	INSERT, THREADED, SELF-LOCKING
1	1	1008257-001	FRAME
			
			PROOFED
