-21	-11	DRAWING	TITLE	FIND	STRIKE
X		2005033	WIRE WRAP DECK	REF	
	X	2005030	WIRE WRAP DECK	REF	
					
					
6	6	MS16555-640	PIN, STRAIGHT HEADLESS	9	
4	4	2004139	PIN, HEADLESS DOWEL	8	
AR	AR	QQ-W-343 TYPE S	WIRE, 24 GAGE COATED SOFT	7	
AR	AR	1006732	WIRE, ELEC, INS	6	
				5	
				4	
2	2	2003081-011	BUS STRIP ASSY	3	
2	2	2003080-011	BUS STRIP ASSY	2	
1	1	2003062-011	TRAY A SUBASSY	1	
					
X	X	X	PROOFED	REF	X
