-11	0	FIND	DRAWING	TITLE	STRIKE
2	0	10	MS35338-81	LOCKWASHER	
4	0	9	AN960-C10L	FLAT WASHER (LIGHT SERIES)	
2	0	8	2012749-001	SCREW, CAPTIVE, KNURLED HEAD	
0	2	7	2012749-000	SCREW, CAPTIVE, KNURLED HEAD	
1	1	6	2011931	RETAINER AND FILTER, ASSY OF	
1	1	5	2011927	RING, LOCKING	
1	1	4	2011922	LENS, POSITIVE (SXT 1/2 X)	
1	1	3	2011929	SPACER, LENS	
1	1	2	2011921	LENS, ASSY OF (SXT 1/2 X)	
1	1	1	2011926	HOUSING, LONG EYE RELIEF EYEPIECE (SXT)	
					
X	X	REF	X	PROOFED	X
