-11	DRAWING	TITLE	FIND	STRIKE
X	2010084	SCHEMATIC	REF	
1	2010713	WIRING BOARD F	60	
1	2010711	WIRING BOARD E	59	
1	2010707	WIRING BOARD D	58	
1	2010705	WIRING BOARD C	57	
1	2010709	WIRING BOARD B	56	
1	2010703	WIRING BOARD A	55	
AR	1010848-2	WIRE, ELECTRICAL	54	
1	1006750-51	RESISTOR	53	
2	1006750-47	RESISTOR	52	
1	1006750-31	RESISTOR	51	
1	1006750-35	RESISTOR	50	
1	1010279-112	CAPACITOR	49	
1	1006777-34	CAPACITOR	48	
1	1010605-16	RESISTOR	47	
10	1010397-1	TRANSISTOR	46	
3	1010342	TRANSISTOR	45	
12	1010343-3	TRANSISTOR	44	
16	1008814-2	TRANSISTOR	43	
2	1010372-18	DIODE	42	
4	1010372-16	DIODE	41	
3	1008815-19	DIODE	40	
1	1008815-9	DIODE	39	
3	1010362-002	DIODE	38	
19	1010385	DIODE	37	
2	1006755-85	CAPACITOR	36	
6	1006755-69	CAPACITOR	35	
5	1006755-26	CAPACITOR	34	
8	1006755-79	CAPACITOR	33	
2	1010369-101	RESISTOR	32	
2	1010369-95	RESISTOR	31	
11	1006750-49	RESISTOR	30	
2	1006750-52	RESISTOR	29	
2	1006750-64	RESISTOR	28	
2	1006750-84	RESISTOR	27	
22	1006750-80	RESISTOR	26	
4	1006750-73	RESISTOR	25	
2	1006750-11	RESISTOR	24	
7	1006750-25	RESISTOR	23	
1	1006750-20	RESISTOR	22	
4	1010353-7	RELAY	21	
13	2008319	INSULATOR, WASHER	20	
10	1008161-4	SCREW CAP SLOTTED HEAD	19	
2	1006750-46	RESISTOR	18	
16	1006750-56	RESISTOR	17	
8	1006750-36	RESISTOR	16	
16	1006750-63	RESISTOR	15	
24	1006750-39	RESISTOR	14	
1	2008093-003	TERMINAL, THREADED	13	
AR	1006776-21	INSULATION SLEEVING	12	
AR	1006776-22	INSULATION SLEEVING	11	
AR	1006757-1	WIRE, ELECTRICAL	10	
			9	
36	1008025-1	INSULATOR, BUSHING	8	
1	2008344	WIRING BOARD B	7	X
1	2008342	WIRING BOARD A	6	X
2	MS16633-4015	RING, RETAINING, EXTERNAL “E”	5	
2	1004546-3	WASHER, FLAT	4	
2	1004546-1	WASHER, FLAT	3	
2	1004579-1	SCREW, JACKING	2	
1	2007211-011	HEADER HOUSING ASSEMBLY	1	
