FIND	0	DRAWING	TITLE
1	442' 8"	1010807-5	WIRE
2	170' 11"	-4	WIRE
3	100'	-3	WIRE
4	13' 1"	1010707-2	WIRE
5	95	1010763-1	SLEEVE, SOLDER
6	31	-2	SLEEVE, SOLDER
7	216	1010490-142	INSULATION, SLEEVING, ELEC HEAT SHRINK
8	273	1010770-2	CONTACT, SOCKET
9	2	MS25036-44	TERMINAL LUG
10	19'	1010807-1	WIRE
11	1	MS25036-45	TERMINAL LUG
12	100'	1010807-2	WIRE
13	100'	-12	WIRE
14	25'	-13	WIRE
			
			PROOFED
