0	DRAWING	TITLE	FIND
1	1007017	AC DIFF AMPL	8
1	1007019	INTERROGATOR	7
3	1007016	TERNARY CURRENT SWITCH	6
3	1007007	DC DIFF AMPL & PVR	5
1	1007009	PIPA CALIBRATION	4
2	1007021	PULSE TORQUE GYRO CALIBRATE	3
1	1007027	BINARY CURRENT SWITCH	2
1	1007144	FRAME, ASSEMBLY	1
			
		PROOFED	
