-21	-11	DRAWING	TITLE	FIND	STRIKE
AR		MIL-T-23594	TAPE, INSULATION	9	
1	1	1008819-002	SLEEVE, GROUNDING	8	
1	1	1008818-005	CONTACT, WRAPOST, FEMALE, GRD	7	
AR	AR	QQ-W-343 TYPE S	WIRE, AWG 26, SOFT COATED (a)	6	
AR	AR	1010807-22	WIRE, ELECTRICAL	5	
18	18	1006781-2	CONTACT, WRAPOST, FEMALE	4	
211	211	1006774	INSULATOR, WRAPOST, FEMALE	3	
193	193	1006781-1	CONTACT, WRAPOST, FEMALE	2	
1	1	2004923-011	PLATE, CONNECTOR	1	
					
X	X	X	PROOFED	REF	X
