FIND	0	DRAWING	TITLE
1	21.7"	1010639-2	WIRE
2	25' 11.2"	-4	WIRE
3	11	1010738-6	CONTACT, ELEC.
4	AR	MIL-T-713 TYPE P CLASS 2 BLACK	LACING TAPE
			
			PROOFED
