0	DRAWING	TITLE	FIND
4	1001489-16	SCREW, HEX SOC HD	8
4	MS21209-CO615	INSERT, SCREW THREAD	7
AR	MIL-G-4343	LUBRICANT, DOW CORNING NO. 55	6
1	1000159-6	PACKING, PREFORM	5
1	1011599-16	PACKING, PREFORMED, RETAINED	4
1	1000135	COUPLING HALF QUICK DISCON.	3
1	1001471	HOSE ASSY, FLEXIBLE	2
1	1021413	ADAPTER PLATE, COOLANT HOSE BYP.	1
			
		PROOFED	
