-11	DRAWING	TITLE	FIND	STRIKE
6	MS20426D3-5	RIVET, COUNTERSUNK HEAD	3	
3	NAS686-C08M	NUT, FLOATING ANCHOR	2	
1	1003734-001	FRONT PANEL MOUNT	1	
				
X	X	PROOFED	REF	X
