-11	DRAWING	TITLE	FIND	STRIKE
X	2005014	WIRING DIAGRAM	REF	
				
AR	1006335-002	GLASS TAPE	4	
AR	1006757-8	WIRE, ELECTRICAL	3	
AR	1006757-1	WIRE, ELECTRICAL	2	
1	2004087-011	INSULATOR, MATRIX	1	
				
X	X	PROOFED	REF	X
