FIND	-11	DRAWING	TITLE
15	3	NAS1352C02LL4	SCREW, CAP, HEX SOC HD, SELF-LOCKING
14	2	2012162	MIRROR
13	1	2012124	PLUG
12	2	2011490	SCREW, CAPTIVE, HEX, SOCKET HEAD
11	2	MS16535-338	RIVET, TUBULAR OVAL HEAD
10	3	NAS1352C02LL3	SCREW, CAP, HEX SOC HD, SELF-LOCKING
9	1	2012195	PLATE, COVER, MIRROR
8	1	1022680	PLATE, COVER, MIRROR
7	2	2011685	WASHER, WAVE
6			
5	1	2011794	HOLDER AND LENS, ASSY OF
4	1	2011665	RING, SPACER
3	1	2011667	RING, LOCKING
2	1	2011781	LENS, ASSY OF
1	1	2011640	HOUSING, MIRROR (SEXTANT EYEPIECE)
