FIND	0	DRAWING	TITLE
1	160'	1010807-4	WIRE
2	155'	-5	WIRE
3	40'	-6	WIRE
4	70'	-7	WIRE
5	9'	-8	WIRE
6	3'	-9	WIRE
7	28'	-15	WIRE
8	AR	1008850-002	WIRE
9	AR	1006776-99	INSULATION, SLEEVING
10	22	1010490-114	INSULATION, SLEEVING, HEAT SHRINK
11	2'	1010807-17	WIRE
12	4	1010490-118	INSULATION, SLEEVING, HEAT SHRINK
13	AR	1006776-147	INSULATION, SLEEVING
			
			PROOFED
