FIND	0	DRAWING	TITLE
9	2	1010490-054	INSULATION-SLEEVING, ELECTRICAL, HEATSHRINKABLE
8	1	1010416-11	WIRE, ELECTRICAL, STRANDED, INSULATED
7	1	-12	WIRE, ELECTRICAL, STRANDED, INSULATED
6	1	-13	WIRE, ELECTRICAL, STRANDED, INSULATED
5	1	-14	WIRE, ELECTRICAL, STRANDED, INSULATED
4	AR	1011753	TAPE, LACING & TYING
3	1	1011647	CONNECTOR, ELECTRICAL (5 PINS)
2	1	1011331	PLATE, CONNECTOR MTG
1	2	1011900	LAMP & TERMINAL BOARD, ASSY OF
			
			PROOFED
