-11	DRAWING	TITLE	FIND	STRIKE
AR	1006806-13	INSULATION TAPE, ELECTRICAL	3	
AR	1006757-1	WIRE, ELECTRICAL .010 X .020	2	
AR	1006806-7	INSULATION TAPE, ELECTRICAL	1	
				
X	X	PROOFED	REF	X
