FIND	0	DRAWING	TITLE
			
5	AR	WASHER, .005 THICK, .40 O.D., .22 I.D., MATERIAL MIL-I-631 TYPE G	POLYESTER
2	AR	1006711-22	WIRE
1	2	1010688-2	CORE
			
			PROOFED
