FIND	0	DRAWING	TITLE
1	7.5"	1010685-1	WIRE (24AWG WHIT)
2	AR	QQ-S-571 SN60	SOLDER (ES-2175 ALLOY 1)
3	AR	QQ-S-571 TYPE AR or MIL-F-14256	FLUX (ES-2175 TYPE 1 OR 2, OR ES-2798)
4	17	1010490-082	INSULATION SLEEVING HEAT SHRINK
5	10	-80	INSULATION SLEEVING HEAT SHRINK
			
			PROOFED
