0	DRAWING	TITLE	FIND
4	1001489-16	SCREW, HEX SOC HD	7
1	1000159-7	PACKING, PREFORMED, O-RING	6
1	1001471	HOSE ASSY, FLEXIBLE	5
1	1000159-6	PACKING PREFORM	4
AR	MIL-G-4343	LUBRICANT, DOW CORNING NO. 55	3
1	1000135	COUPLING HALF QUICK DISC	2
1	1021406	ADAPTER PLATE, COOL. HOSE BYP	1
			
		PROOFED	
