0	DRAWING	TITLE	FIND
AR	1006757-9	WIRE, ELEC .032 DIA	4
2	2008226	BRACKET, MOUNTING (CASE)	3
1	2007054-1	SHIELD	2
1	2008228	CASE, MODULE	1
			
		PROOFED	
