0	DRAWING	TITLE	FIND
X	1010003	SCHEMATIC	REF
			
AR	1006787-3	WIRE, ELECTRICAL	12
AR	1006776-20	INSULATION, SLEEVING	11
			10
1	1008021-1	BUSHING, INSULATOR	9
4	1008024-1	WASHER, INSULATOR	8
1	1008020-1	WASHER, FLAT, STEEL	7
1	MS35650-104	NUT, PLAIN HEX	6
1	1010269-1	TRANSISTOR	5
1	1010265-013	DIODE	4
1	1010312-035	RESISTOR	3
1	1007011	TERMINAL BOARD ASSEMBLY	2
1	1008022	BRACKET, MOUNTING	1
			
		PROOFED	
