-11	DRAWING	TITLE	FIND
X	1010057	SCHEMATIC	REF
1	1008550	GASKET, CONNECTOR - MINIATURE	6
AR	1006776-20	INSULATION, SLEEVING	5
16	1006782-5	CONTACT, WRAPOST MALE MIN	4
16	1006775	INSULATOR, WRAPOST MALE MIN	3
1	1007083	HEATSINK	2
1	1007085	CDU FXD RESO. TRANSFORMATION & ENTMODE	1
			
		PROOFED	
