FIND	0	DRAWING	TITLE
41	1	1012168	SPRING, UPPER
40	4	NAS1189CO2P3L	SCREW, SELF LOCKING FLT HD
39	2	1012161	PLATE, RETAINING
38	1	1011554	SPRING, LOWER
37	1	1011443-2	HOUSING & CLUTCH ASSY OF (CCW)
36	1	1011750-6	NUT, HEX, PLAIN, SELF-LOCKING
35	1	MS15795-303	WASHER, PLAIN
34	6	NAS1352CO2LL3	SCREW, CAP, HEX SOC HD, SELF-LOCKING
33	3	NAS1352CO4LL4	SCREW, CAP, HEX SOC HD, SELF-LOCKING
32	1	NAS1352CO2LL6	SCREW, CAP, HEX SOC HD, SELF-LOCKING
31	6	NAS1351CO0LL3	SCREW, CAP, HEX SOC HD, SELF-LOCKING
30	6	NAS1352CO1LL2	SCREW, CAP, HEX SOC HD, SELF-LOCKING
29	8	NAS1352CO3LL4	SCREW, CAP, HEX SOC HD, SELF-LOCKING
28	3	1011868-5	CLAMP, RIM CLENCHING
27	3	-4	CLAMP, RIM CLENCHING
26	6	1011447	CLAMP, MOUNTING
25	1	1011524-1	PIN, PLAIN, TAPERED
24	2	-2	PIN, PLAIN, TAPERED
23	1	1011474	BEARING, BALL, ANNULAR
22	7	1011608-1	BEARING, BALL, ANNULAR
21	2	-3	BEARING, BALL, ANNULAR
20	1	MS16628-18	RING, RETAINING – EXTERNAL BOWED
19	2	1011408	BEARING, SLEEVE (FLANGED)
18	1	1011488	WASHER, FLAT LAMINATED
17	1	1011435	SHAFT, PINION
16	1	1011438	SHAFT, PINION
15	2	1011369	CLUTCH, SLIP
14	2	1011451	GEAR, SPUR 78T-80P
13	2	1011449	GEAR, SPUR 55T-48P
12	1	1011443-1	HOUSING & CLUTCH ASSY OF (CW)
11	1	1011415	WHEEL, MANUAL
10	1	1011417	SHAFT, GEAR MANUAL
9	1	1011416	GEAR, SPUR MANUAL
8	1	1011457	GEAR, SPUR (SPECIAL)
7	1	1011458	SHAFT, FOCUSING MANUAL
6	1	1011374	LENS, PROJECTION
5	1	1011434	GEAR, SPUR 60T-120P
4	1	1011355-2	CLAMP, COLLAR
3	1	1011471	MOTOR, RESOLVER & CONNECTOR ASSY
2	1	1011461	PLATE, BEARING
1	1	1011462	HOUSING ASSY OF
			
			PROOFED
