FIND	0	DRAWING	TITLE
5	2	1010628-2	SCREW, FLAT HD SELF LKG SOC HEX
4	2	MS16555-602	PIN, STRAIGHT
3	2	1010628-3	SCREW, FLAT HD SELF LKG SOC HEX
2	1	1014569	PLATE, GIMBAL
1	1	1014568	GIMBAL
			
			PROOFED
