-11	DRAWING	TITLE	FIND	STRIKE
X	2010029	SCHEMATIC	REF	
AR	1010848-2	WIRE, ELECTRICAL	47	
1	1008540-10	GASKET, CONNECTOR MINIATURE	46	
3	1010376-3	TRANSISTOR	45	
1	1010357-1	TRANSISTOR	44	
1	1010372-19	DIODE, ZENER	43	
2	1010372-15	DIODE, ZENER	42	
1	1010372-3	DIODE, ZENER	41	
2	1010830-27	DIODE, ZENER	40	
2	1010830-26	DIODE, ZENER	39	
1	1008152	DIODE, ZENER	38	
1	1010264-24	CAPACITOR	37	
2	1006777-6	CAPACITOR	36	
1	1010399-49	RESISTOR	35	
1	SEE NOTE 16	RESISTOR	34	
1	SEE NOTE 16	RESISTOR	33	
2	1010377-39	RESISTOR	32	
1	1010377-36	RESISTOR	31	
1	1010377-25	RESISTOR	30	
2	1010377-23	RESISTOR	29	
1	1010374-126	RESISTOR	28	
1	1010373-12	RESISTOR	27	
2	1010364-681	RESISTOR	26	
1	SEE NOTE 16	RESISTOR	25	
1	1010836-22	RESISTOR	24	
1	1006760-48	RESISTOR	23	
1	1006760-46	RESISTOR	22	
1	1006760-30	RESISTOR	21	
1	1006750-84	RESISTOR	20	
4	1006750-80	RESISTOR	19	
1	1006750-68	RESISTOR	18	
1	1006750-66	RESISTOR	17	
2	1006750-16	RESISTOR	16	
1	1006750-1	RESISTOR	15	
			14	
AR	1006776-21	INSULATION SLEEVING	13	
AR	1006776-20	INSULATION SLEEVING	12	
			11	
AR	1006757-1	WIRE, ELECTRICAL	10	
2	1008070-3	WASHER, FLAT	9	
2	1010618-2	SCREW, BUTTON HD	8	
1	1008025-1	INSULATOR, BUSHING	7	
1	2008093	TERMINAL, THREADED	6	
10	1006782-5	CONTACT, WRAPOST	5	
10	1006775	INSULATOR, WRAPOST	4	
1	2008005	INSULATOR, BOTTOM	3	
1	2008004	INSULATOR, TOP	2	
1	2008092	HEATSINK	1	
				
X	X	PROOFED	REF	X
