FIND	0	DRAWING	TITLE
1	13.0 FEET 3 INCHES	1010707-2	WIRE
3	186.0 FEET 2 INCHES	-4	WIRE
4	612.0 FEET 6 INCHES	-5	WIRE
5	103.0 FEET 9 INCHES	-3	WIRE
6	146	1010738-2	CONTACT, SOCKET
7	27	1010763-1	SLEEVE, SOLDER
8	78	-2	SLEEVE, SOLDER
9	64	1010490-110	INSULATION-SLEEVING, ELEC
10	9	-112	INSULATION-SLEEVING, ELEC
12	4	MS25036-44	TERMINAL LUG
			
			PROOFED
