-21	-11	DRAWING	TITLE	FIND
8	8	MS21209F1-15	INSERT, THREADED, SELF LOCKING	6
2	2	MS16555-625	PIN, DOWEL	5
2	2	MS21209-CO815	INSERT, THREADED, SELF LOCKING	4
22	22	MS21209-CO615	INSERT, THREADED, SELF LOCKING	3
13	13	MS21209-CO415	INSERT, THREADED, SELF LOCKING	2
1	1	2004968-001	HOUSING, FRONT	1
				
			PROOFED	
