0	DRAWING	TITLE	FIND
X	2010037	SCHEMATIC	REF
			
1	2007033	HV PWR SUP SUB-ASSY PHOTOMTR	3
3	2008200	SPACER, SLEEVE	2
1	2007038	CAN, MAGNETIC SHIELDING ASSY	1
			
		PROOFED	
