-11	DRAWING	TITLE	FIND	STRIKE
AR	1006757-1	.010 X .020 WIRE	5	
AR	1006776-21	INSULATION SLEEVING	4	
AR	1006757-8	.020 WIRE, ELECTRICAL	3	
128	1006751	DIODE, SILICON RECTIFIER	2	
1	1004088	DIODE BLOCK	1	
				
X	X	PROOFED	REF	X
