FIND	0	DRAWING	TITLE
			
6	AR	1006711-18	WIRE AWG 36
			
4	AR	WASHER, .005 THICK, .40 O.D., .22 I.D., MATERIAL MIL-I-631 TYPE G	POLYESTER
			
2	AR	1006711-22	WIRE AWG 41
1	2	1010689-2	CORE
			
			PROOFED
